2.486,2.312,36.24725342,1.78,33.86580944
2.416,2.401,39.03794289,1.63,33.63883495
2.459,2.339,38.86127472,1.58,34.34479237
2.464,2.297,36.07666492,1.64,34.85715389
2.498,2.298,34.75511074,1.57,34.98530388
2.479,2.522,35.4501009,1.69,35.39669514
2.473,2.347,36.7372036,1.7,35.9711647
2.557,2.257,33.98442268,1.69,33.239007
2.474,2.465,34.96754169,1.63,36.27681732
2.495,2.482,34.54983234,1.98,34.67202187
2.486,2.311,37.27948666,,33.42199326
2.482,2.321,33.86580944,,33.77068043
2.522,2.275,33.63883495,,35.61091423
2.453,2.288,34.34479237,,34.77835655
2.479,2.275,34.85715389,,36.04578972
2.505,2.354,34.98530388,,34.13307667
2.487,2.259,35.39669514,,35.75670719
2.471,2.249,35.9711647,,35.0997448
2.5,2.349,33.239007,,32.90939331
2.526,2.26,36.27681732,,35.18188
2.5,2.247,34.67202187,,34.01398659
2.488,2.284,33.42199326,,33.6587429
2.48,2.312,33.77068043,,35.42244434
2.444,2.401,35.61091423,,35.26675701
2.436,2.506,34.77835655,,35.11095047
2.446,2.29,36.04578972,,34.79325771
2.456,2.265,34.13307667,,34.01958942
2.45,2.27,35.75670719,,39.3525362
2.376,2.293,35.0997448,,36.78274155
2.458,2.274,32.90939331,,39.73412514
2.512,2.266,35.18188,,36.29672527
,,34.01398659,,34.3952179
,,33.6587429,,33.29885006
,,35.42244434,,34.25347805
,,35.26675701,,33.65802765
,,35.11095047,,36.18967533
,,34.79325771,,35.74621677
,,34.01958942,,35.04836559
,,39.3525362,,33.30552578
,,36.78274155,,34.06882286
,,39.73412514,,36.80896759
,,36.29672527,,36.07976437
,,34.3952179,,37.59682178
,,33.29885006,,35.52162647
,,34.25347805,,34.70647335
,,33.65802765,,36.24725342
,,36.18967533,,39.03794289
,,35.74621677,,38.86127472
,,35.04836559,,36.07666492
,,33.30552578,,34.75511074
,,34.06882286,,35.4501009
,,36.80896759,,36.7372036
,,36.07976437,,33.98442268
,,37.59682178,,34.96754169
,,35.52162647,,34.54983234
,,34.70647335,,37.27948666
,,36.24725342,,33.86580944
,,39.03794289,,33.63883495
,,38.86127472,,34.34479237
,,36.07666492,,34.85715389
,,34.75511074,,34.98530388
,,35.4501009,,35.39669514
,,36.7372036,,35.9711647
,,33.98442268,,33.239007
,,34.96754169,,36.27681732
,,34.54983234,,34.67202187
,,37.27948666,,33.42199326
,,33.86580944,,33.77068043
,,33.63883495,,35.61091423
,,34.34479237,,34.77835655
,,34.85715389,,36.04578972
,,34.98530388,,34.13307667
,,35.39669514,,35.75670719
,,35.9711647,,35.0997448
,,33.239007,,32.90939331
,,36.27681732,,35.18188
,,34.67202187,,34.01398659
,,33.42199326,,33.6587429
,,33.77068043,,35.42244434
,,35.61091423,,35.26675701
,,34.77835655,,35.11095047
,,36.04578972,,34.79325771
,,34.13307667,,34.01958942
,,35.75670719,,39.3525362
,,35.0997448,,36.78274155
,,32.90939331,,39.73412514
,,35.18188,,36.29672527
,,34.01398659,,34.3952179
,,33.6587429,,33.29885006
,,35.42244434,,34.25347805
,,35.26675701,,33.65802765
,,35.11095047,,36.18967533
,,34.79325771,,35.74621677
,,34.01958942,,35.04836559
,,39.3525362,,33.30552578
,,36.78274155,,34.06882286
,,39.73412514,,36.80896759
,,36.29672527,,36.07976437
,,34.3952179,,37.59682178
,,33.29885006,,35.52162647
,,34.25347805,,34.70647335
,,33.65802765,,36.24725342
,,36.18967533,,39.03794289
,,35.74621677,,38.86127472
,,35.04836559,,36.07666492
,,33.30552578,,34.75511074
,,34.06882286,,35.4501009
,,36.80896759,,36.7372036
,,36.07976437,,33.98442268
,,37.59682178,,34.96754169
,,35.52162647,,34.54983234
,,34.70647335,,37.27948666
,,36.24725342,,33.86580944
,,39.03794289,,33.63883495
,,38.86127472,,34.34479237
,,36.07666492,,34.85715389
,,34.75511074,,34.98530388
,,35.4501009,,35.39669514
,,36.7372036,,35.9711647
,,33.98442268,,33.239007
,,34.96754169,,36.27681732
,,34.54983234,,34.67202187
,,37.27948666,,33.42199326
,,33.86580944,,33.77068043
,,33.63883495,,35.61091423
,,34.34479237,,34.77835655
,,34.85715389,,36.04578972
,,34.98530388,,34.13307667
,,35.39669514,,35.75670719
,,35.9711647,,35.0997448
,,33.239007,,32.90939331
,,36.27681732,,35.18188
,,34.67202187,,34.01398659
,,33.42199326,,33.6587429
,,33.77068043,,35.42244434
,,35.61091423,,35.26675701
,,34.77835655,,33.29
,,36.04578972,,38.94
,,34.13307667,,36.32
,,35.75670719,,38.62
,,35.0997448,,32.29
,,32.90939331,,36.17
,,35.18188,,35.85
,,34.01398659,,31.79
,,33.6587429,,35.22
,,35.42244434,,37.37
,,35.26675701,,34.4
,,35.11095047,,38.93
,,34.79325771,,39.3
,,34.01958942,,36.38
,,39.3525362,,34.31
,,36.78274155,,38
,,39.73412514,,35.1
,,36.29672527,,38.85
,,34.3952179,,35.83
,,33.29885006,,38.48
,,34.25347805,,35.94
,,33.65802765,,31.36
,,36.18967533,,37.37
,,35.74621677,,34.4
,,35.04836559,,38.93
,,33.30552578,,37.27
,,34.06882286,,33.79
,,36.80896759,,32.85
,,36.07976437,,35.76
,,37.59682178,,36.24
,,35.52162647,,32.74
,,34.70647335,,38.93
,,36.24725342,,40.13
,,39.03794289,,28.84
,,38.86127472,,
,,36.07666492,,31.15
,,34.75511074,,38.62
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,
,,36.24725342,,
,,39.03794289,,
,,38.86127472,,
,,36.07666492,,
,,34.75511074,,
,,35.4501009,,
,,36.7372036,,
,,33.98442268,,
,,34.96754169,,
,,34.54983234,,
,,37.27948666,,
,,33.86580944,,
,,33.63883495,,
,,34.34479237,,
,,34.85715389,,
,,34.98530388,,
,,35.39669514,,
,,35.9711647,,
,,33.239007,,
,,36.27681732,,
,,34.67202187,,
,,33.42199326,,
,,33.77068043,,
,,35.61091423,,
,,34.77835655,,
,,36.04578972,,
,,34.13307667,,
,,35.75670719,,
,,35.0997448,,
,,32.90939331,,
,,35.18188,,
,,34.01398659,,
,,33.6587429,,
,,35.42244434,,
,,35.26675701,,
,,35.11095047,,
,,34.79325771,,
,,34.01958942,,
,,39.3525362,,
,,36.78274155,,
,,39.73412514,,
,,36.29672527,,
,,34.3952179,,
,,33.29885006,,
,,34.25347805,,
,,33.65802765,,
,,36.18967533,,
,,35.74621677,,
,,35.04836559,,
,,33.30552578,,
,,34.06882286,,
,,36.80896759,,
,,36.07976437,,
,,37.59682178,,
,,35.52162647,,
,,34.70647335,,